json,layer,zPos,images
hat_holiday_santa,layer_1,131,hat/holiday/santa/adult/ hat/holiday/santa/adult/ hat/holiday/santa/adult/ hat/holiday/santa/adult/
hat_hood_cloth,layer_1,130,hat/cloth/hood/adult/ hat/cloth/hood/adult/ hat/cloth/hood/adult/ hat/cloth/hood/adult/
hat_hood_hijab,layer_1,130,hat/cloth/hijab/male/ hat/cloth/hijab/thin/ hat/cloth/hijab/male/ hat/cloth/hijab/thin/
hat_hood_sack_cloth,layer_1,130,hat/cloth/hood_sack/adult/ hat/cloth/hood_sack/adult/ hat/cloth/hood_sack/adult/ hat/cloth/hood_sack/adult/
hat_magic_celestial,layer_1,130,hat/magic/celestial/adult/ hat/magic/celestial/adult/ hat/magic/celestial/adult/ hat/magic/celestial/adult/
hat_magic_celestial_moon,layer_1,130,hat/magic/celestial_moon/adult/ hat/magic/celestial_moon/adult/ hat/magic/celestial_moon/adult/ hat/magic/celestial_moon/adult/
hat_magic_celestial_moon_trim,layer_1,131,hat/magic/celestial_moon/trim/adult/ hat/magic/celestial_moon/trim/adult/ hat/magic/celestial_moon/trim/adult/ hat/magic/celestial_moon/trim/adult/
hat_magic_celestial_trim,layer_1,131,hat/magic/celestial/trim/adult/ hat/magic/celestial/trim/adult/ hat/magic/celestial/trim/adult/ hat/magic/celestial/trim/adult/
hat_magic_large,layer_1,130,hat/magic/large/adult/ hat/magic/large/adult/ hat/magic/large/adult/ hat/magic/large/adult/
hat_magic_wizard,layer_1,130,hat/magic/wizard/base/adult/ hat/magic/wizard/base/adult/ hat/magic/wizard/base/adult/ hat/magic/wizard/base/adult/
hat_magic_wizard_belt,layer_1,131,hat/magic/wizard/belt/adult/ hat/magic/wizard/belt/adult/ hat/magic/wizard/belt/adult/ hat/magic/wizard/belt/adult/
hat_magic_wizard_buckle,layer_1,132,hat/magic/wizard/buckle/adult/ hat/magic/wizard/buckle/adult/ hat/magic/wizard/buckle/adult/ hat/magic/wizard/buckle/adult/
hat_tricorne,layer_1,130,hat/pirate/tricorne/basic/adult/ hat/pirate/tricorne/basic/adult/ hat/pirate/tricorne/basic/adult/ hat/pirate/tricorne/basic/adult/
hat_tricorne_captain,layer_1,130,hat/pirate/tricorne/captain/adult/ hat/pirate/tricorne/captain/adult/ hat/pirate/tricorne/captain/adult/ hat/pirate/tricorne/captain/adult/
hat_tricorne_captain_skull,layer_1,131,hat/pirate/tricorne/captain/skull/adult/ hat/pirate/tricorne/captain/skull/adult/ hat/pirate/tricorne/captain/skull/adult/ hat/pirate/tricorne/captain/skull/adult/
hat_tricorne_captain_trim,layer_1,131,hat/pirate/tricorne/captain/trim/adult/ hat/pirate/tricorne/captain/trim/adult/ hat/pirate/tricorne/captain/trim/adult/ hat/pirate/tricorne/captain/trim/adult/
hat_tricorne_lieutenant,layer_1,130,hat/pirate/tricorne/lieutenant/adult/ hat/pirate/tricorne/lieutenant/adult/ hat/pirate/tricorne/lieutenant/adult/ hat/pirate/tricorne/lieutenant/adult/
hat_tricorne_lieutenant_trim,layer_1,131,hat/pirate/tricorne/lieutenant/trim/adult/ hat/pirate/tricorne/lieutenant/trim/adult/ hat/pirate/tricorne/lieutenant/trim/adult/ hat/pirate/tricorne/lieutenant/trim/adult/
hat_tricorne_stitched,layer_1,131,hat/pirate/tricorne/basic/stitching/adult/ hat/pirate/tricorne/basic/stitching/adult/ hat/pirate/tricorne/basic/stitching/adult/ hat/pirate/tricorne/basic/stitching/adult/
hat_tricorne_thatch,layer_1,131,hat/pirate/tricorne/basic/thatching/adult/ hat/pirate/tricorne/basic/thatching/adult/ hat/pirate/tricorne/basic/thatching/adult/ hat/pirate/tricorne/basic/thatching/adult/
hat_visor_grated,layer_1,132,hat/visor/grated/adult/ hat/visor/grated/adult/ hat/visor/grated/adult/ hat/visor/grated/adult/
hat_visor_grated_narrow,layer_1,132,hat/visor/grated_narrow/adult/ hat/visor/grated_narrow/adult/ hat/visor/grated_narrow/adult/ hat/visor/grated_narrow/adult/
hat_visor_horned,layer_1,132,hat/visor/horned/adult/ hat/visor/horned/adult/ hat/visor/horned/adult/ hat/visor/horned/adult/
hat_visor_pigface,layer_1,132,hat/visor/pigface/adult/ hat/visor/pigface/adult/ hat/visor/pigface/adult/ hat/visor/pigface/adult/
hat_visor_pigface_raised,layer_1,132,hat/visor/pigface_raised/adult/ hat/visor/pigface_raised/adult/ hat/visor/pigface_raised/adult/ hat/visor/pigface_raised/adult/
hat_visor_round,layer_1,132,hat/visor/round/adult/ hat/visor/round/adult/ hat/visor/round/adult/ hat/visor/round/adult/
hat_visor_round_raised,layer_1,132,hat/visor/round_raised/adult/ hat/visor/round_raised/adult/ hat/visor/round_raised/adult/ hat/visor/round_raised/adult/
hat_visor_slit,layer_1,132,hat/visor/slit/adult/ hat/visor/slit/adult/ hat/visor/slit/adult/ hat/visor/slit/adult/
hat_visor_slit_narrow,layer_1,132,hat/visor/slit/adult/ hat/visor/slit/adult/ hat/visor/slit/adult/ hat/visor/slit/adult/
head_ears_avyon,layer_1,126,head/ears/avyon/adult/ head/ears/avyon/adult/ head/ears/avyon/adult/ head/ears/avyon/adult/ head/ears/avyon/child/
head_ears_avyon_skin,layer_1,127,head/ears/avyon/skin/adult/ head/ears/avyon/skin/adult/ head/ears/avyon/skin/adult/ head/ears/avyon/skin/adult/ head/ears/avyon/skin/child/
head_ears_big,layer_1,105,head/ears/big/adult/ head/ears/big/adult/ head/ears/big/adult/ head/ears/big/adult/ head/ears/big/child/
head_ears_cat,layer_1,130,head/ears/cat/adult_front/ head/ears/cat/adult_front/ head/ears/cat/adult_front/ head/ears/cat/adult_front/ head/ears/cat/child_front/
head_ears_cat,layer_2,8,head/ears/cat/adult_back/ head/ears/cat/adult_back/ head/ears/cat/adult_back/ head/ears/cat/adult_back/ head/ears/cat/child_back/
head_ears_cat_skin,layer_1,131,head/ears/cat/skin/adult_front/ head/ears/cat/skin/adult_front/ head/ears/cat/skin/adult_front/ head/ears/cat/skin/adult_front/ head/ears/cat/skin/child_front/
head_ears_cat_skin,layer_2,9,head/ears/cat/skin/adult_back/ head/ears/cat/skin/adult_back/ head/ears/cat/skin/adult_back/ head/ears/cat/skin/adult_back/ head/ears/cat/skin/child_back/
head_ears_down,layer_1,126,head/ears/down/adult/ head/ears/down/adult/ head/ears/down/adult/ head/ears/down/adult/ head/ears/down/child/
head_ears_dragon,layer_1,126,head/ears/dragon/adult/ head/ears/dragon/adult/ head/ears/dragon/adult/ head/ears/dragon/adult/ head/ears/dragon/child/
head_ears_elven,layer_1,126,head/ears/elven/adult/ head/ears/elven/adult/ head/ears/elven/adult/ head/ears/elven/adult/ head/ears/elven/child/
head_ears_hang,layer_1,126,head/ears/hang/adult/ head/ears/hang/adult/ head/ears/hang/adult/ head/ears/hang/adult/ head/ears/hang/child/
head_ears_long,layer_1,126,head/ears/long/adult/ head/ears/long/adult/ head/ears/long/adult/ head/ears/long/adult/ head/ears/long/child/
head_ears_lykon,layer_1,126,head/ears/lykon/adult/ head/ears/lykon/adult/ head/ears/lykon/adult/ head/ears/lykon/adult/ head/ears/lykon/child/
head_ears_lykon_skin,layer_1,127,head/ears/lykon/skin/adult/ head/ears/lykon/skin/adult/ head/ears/lykon/skin/adult/ head/ears/lykon/skin/adult/ head/ears/lykon/skin/child/
head_ears_medium,layer_1,126,head/ears/medium/adult/ head/ears/medium/adult/ head/ears/medium/adult/ head/ears/medium/adult/ head/ears/medium/child/
head_ears_wolf,layer_1,130,head/ears/wolf/adult_front/ head/ears/wolf/adult_front/ head/ears/wolf/adult_front/ head/ears/wolf/adult_front/ head/ears/wolf/child_front/
head_ears_wolf,layer_2,8,head/ears/wolf/adult_back/ head/ears/wolf/adult_back/ head/ears/wolf/adult_back/ head/ears/wolf/adult_back/ head/ears/wolf/child_back/
head_ears_wolf_skin,layer_1,131,head/ears/wolf/skin/adult_front/ head/ears/wolf/skin/adult_front/ head/ears/wolf/skin/adult_front/ head/ears/wolf/skin/adult_front/ head/ears/wolf/skin/child_front/
head_ears_wolf_skin,layer_2,9,head/ears/wolf/skin/adult_back/ head/ears/wolf/skin/adult_back/ head/ears/wolf/skin/adult_back/ head/ears/wolf/skin/adult_back/ head/ears/wolf/skin/child_back/
head_ears_zabos,layer_1,126,head/ears/zabos/adult/ head/ears/zabos/adult/ head/ears/zabos/adult/ head/ears/zabos/adult/ head/ears/zabos/child/
head_ears_zabos_skin,layer_1,127,head/ears/zabos/skin/adult/ head/ears/zabos/skin/adult/ head/ears/zabos/skin/adult/ head/ears/zabos/skin/adult/ head/ears/zabos/skin/child/
head_fins_fin,layer_1,125,head/fins/fin/adult/ head/fins/fin/adult/ head/fins/fin/adult/ head/fins/fin/adult/ head/fins/fin/child/
head_fins_fin_short,layer_1,125,head/fins/fin_short/adult/ head/fins/fin_short/adult/ head/fins/fin_short/adult/ head/fins/fin_short/adult/ head/fins/fin_short/child/
head_horns_backwards,layer_1,126,head/horns/backwards/adult/fg/ head/horns/backwards/adult/fg/ head/horns/backwards/adult/fg/ head/horns/backwards/adult/fg/ head/horns/backwards/child/fg/
head_horns_backwards,layer_2,7,head/horns/backwards/adult/bg/ head/horns/backwards/adult/bg/ head/horns/backwards/adult/bg/ head/horns/backwards/adult/bg/ head/horns/backwards/child/bg/
head_horns_curled,layer_1,126,head/horns/curled/adult/ head/horns/curled/adult/ head/horns/curled/adult/ head/horns/curled/adult/ head/horns/curled/child/
head_nose_big,layer_1,105,head/nose/big/adult/ head/nose/big/adult/ head/nose/big/adult/ head/nose/big/adult/
head_nose_button,layer_1,105,head/nose/button/adult/ head/nose/button/adult/ head/nose/button/adult/ head/nose/button/adult/
head_nose_elderly,layer_1,105,head/nose/elderly/adult/ head/nose/elderly/adult/ head/nose/elderly/adult/ head/nose/elderly/adult/
head_nose_large,layer_1,105,head/nose/large/adult/ head/nose/large/adult/ head/nose/large/adult/ head/nose/large/adult/
head_nose_straight,layer_1,105,head/nose/straight/adult/ head/nose/straight/adult/ head/nose/straight/adult/ head/nose/straight/adult/
head_wrinkles,layer_1,102,head/wrinkles/ head/wrinkles/ head/wrinkles/ head/wrinkles/
heads_alien,layer_1,100,head/heads/alien/adult/ head/heads/alien/adult/ head/heads/alien/adult/ head/heads/alien/adult/
heads_boarman,layer_1,100,head/heads/boarman/adult/ head/heads/boarman/adult/ head/heads/boarman/adult/ head/heads/boarman/adult/
heads_boarman_child,layer_1,100,head/heads/boarman/child/
heads_frankenstein,layer_1,100,head/heads/frankenstein/adult/ head/heads/frankenstein/adult/ head/heads/frankenstein/adult/ head/heads/frankenstein/adult/
heads_goblin,layer_1,100,head/heads/goblin/adult/ head/heads/goblin/adult/ head/heads/goblin/adult/ head/heads/goblin/adult/
heads_goblin_child,layer_1,100,head/heads/goblin/child/
heads_human_child,layer_1,100,head/heads/human/child/
heads_human_elderly_small,layer_1,100,head/heads/human/elderly_small/ head/heads/human/elderly_small/ head/heads/human/elderly_small/ head/heads/human/elderly_small/
heads_human_female,layer_1,100,head/heads/human/female/ head/heads/human/female/ head/heads/human/female/ head/heads/human/female/
heads_human_female_elderly,layer_1,100,head/heads/human/female_elderly/ head/heads/human/female_elderly/ head/heads/human/female_elderly/ head/heads/human/female_elderly/
heads_human_female_small,layer_1,100,head/heads/human/female_small/ head/heads/human/female_small/ head/heads/human/female_small/ head/heads/human/female_small/
heads_human_male,layer_1,100,head/heads/human/male/ head/heads/human/male/ head/heads/human/male/ head/heads/human/male/
heads_human_male_elderly,layer_1,100,head/heads/human/male_elderly/ head/heads/human/male_elderly/ head/heads/human/male_elderly/ head/heads/human/male_elderly/
heads_human_male_gaunt,layer_1,100,head/heads/human/male_gaunt/ head/heads/human/male_gaunt/ head/heads/human/male_gaunt/ head/heads/human/male_gaunt/
heads_human_male_plump,layer_1,100,head/heads/human/male_plump/ head/heads/human/male_plump/ head/heads/human/male_plump/ head/heads/human/male_plump/
heads_human_male_small,layer_1,100,head/heads/human/male_small/ head/heads/human/male_small/ head/heads/human/male_small/ head/heads/human/male_small/
heads_jack,layer_1,100,head/heads/jack/adult/ head/heads/jack/adult/ head/heads/jack/adult/ head/heads/jack/adult/
heads_lizard_child,layer_1,100,head/heads/lizard/child/
heads_lizard_female,layer_1,100,head/heads/lizard/female/ head/heads/lizard/female/ head/heads/lizard/female/ head/heads/lizard/female/
heads_lizard_male,layer_1,100,head/heads/lizard/male/ head/heads/lizard/male/ head/heads/lizard/male/ head/heads/lizard/male/
heads_minotaur,layer_1,100,head/heads/minotaur/male/ head/heads/minotaur/male/ head/heads/minotaur/male/ head/heads/minotaur/male/
heads_minotaur_child,layer_1,100,head/heads/minotaur/child/
heads_minotaur_female,layer_1,100,head/heads/minotaur/female/ head/heads/minotaur/female/ head/heads/minotaur/female/ head/heads/minotaur/female/
heads_mouse,layer_1,100,head/heads/mouse/adult/ head/heads/mouse/adult/ head/heads/mouse/adult/ head/heads/mouse/adult/
heads_mouse_child,layer_1,100,head/heads/mouse/child/
heads_orc_child,layer_1,100,head/heads/orc/child/
heads_orc_female,layer_1,100,head/heads/orc/female/ head/heads/orc/female/ head/heads/orc/female/ head/heads/orc/female/
heads_orc_male,layer_1,100,head/heads/orc/male/ head/heads/orc/male/ head/heads/orc/male/ head/heads/orc/male/
heads_pig,layer_1,100,head/heads/pig/adult/ head/heads/pig/adult/ head/heads/pig/adult/ head/heads/pig/adult/
heads_pig_child,layer_1,100,head/heads/pig/child/
heads_rabbit,layer_1,100,head/heads/rabbit/adult/ head/heads/rabbit/adult/ head/heads/rabbit/adult/ head/heads/rabbit/adult/
heads_rabbit_child,layer_1,100,head/heads/rabbit/child/
heads_rat,layer_1,100,head/heads/rat/adult/ head/heads/rat/adult/ head/heads/rat/adult/ head/heads/rat/adult/
heads_rat_child,layer_1,100,head/heads/rat/child/
heads_sheep,layer_1,100,head/heads/sheep/adult/ head/heads/sheep/adult/ head/heads/sheep/adult/ head/heads/sheep/adult/
heads_sheep_child,layer_1,100,head/heads/sheep/child/
heads_skeleton,layer_1,100,head/heads/skeleton/adult/ head/heads/skeleton/adult/ head/heads/skeleton/adult/ head/heads/skeleton/adult/
heads_troll,layer_1,100,head/heads/troll/adult/ head/heads/troll/adult/ head/heads/troll/adult/ head/heads/troll/adult/
heads_troll_child,layer_1,100,head/heads/troll/child/
heads_vampire,layer_1,100,head/heads/vampire/adult/ head/heads/vampire/adult/ head/heads/vampire/adult/ head/heads/vampire/adult/
heads_wartotaur,layer_1,100,head/heads/wartotaur/adult/ head/heads/wartotaur/adult/ head/heads/wartotaur/adult/ head/heads/wartotaur/adult/
heads_wolf_child,layer_1,100,head/heads/wolf/child/
heads_wolf_female,layer_1,100,head/heads/wolf/female/ head/heads/wolf/female/ head/heads/wolf/female/ head/heads/wolf/female/
heads_wolf_male,layer_1,100,head/heads/wolf/male/ head/heads/wolf/male/ head/heads/wolf/male/ head/heads/wolf/male/
heads_zombie,layer_1,100,head/heads/zombie/adult/ head/heads/zombie/adult/ head/heads/zombie/adult/ head/heads/zombie/adult/
legs_armour,layer_1,20,legs/armour/plate/male/ legs/armour/plate/thin/
legs_childpants,layer_1,20,legs/pants/child/
legs_childskirts,layer_1,20,legs/skirts/child/
legs_cuffed,layer_1,20,legs/cuffed/male/ legs/cuffed/thin/
legs_formal,layer_1,20,legs/formal/male/ legs/formal/thin/ legs/formal/male/ legs/formal/thin/
legs_formal_striped,layer_1,20,legs/formal_striped/male/ legs/formal_striped/thin/ legs/formal_striped/male/ legs/formal_striped/thin/
legs_fur,layer_1,20,legs/fur/male/ legs/fur/thin/ legs/fur/male/ legs/fur/thin/
legs_hose,layer_1,20,legs/hose/male/ legs/hose/thin/
legs_leggings,layer_1,20,legs/leggings/male/ legs/leggings/thin/
legs_leggings2,layer_1,20,legs/leggings2/male/ legs/leggings2/thin/
legs_pantaloons,layer_1,20,legs/pantaloons/male/ legs/pantaloons/thin/ legs/pantaloons/muscular/ legs/pantaloons/thin/
legs_pants,layer_1,20,legs/pants/male/ legs/pants/thin/ legs/pants/male/ legs/pants/thin/
legs_pants2,layer_1,20,legs/pants2/male/ legs/pants2/thin/
legs_pregnantpants,layer_1,20,legs/pants/pregnant/
legs_shorts,layer_1,20,legs/shorts/shorts/male/ legs/shorts/shorts/thin/ legs/shorts/shorts/thin/
legs_shorts_short,layer_1,20,legs/shorts/short_shorts/male/ legs/shorts/short_shorts/thin/ legs/shorts/short_shorts/thin/
legs_skirt_belle,layer_1,20,legs/skirts/belle/female/ legs/skirts/belle/female/
legs_skirt_overskirt,layer_1,35,legs/skirts/overskirt/female/ legs/skirts/overskirt/female/
legs_skirt_straight,layer_1,20,legs/skirts/straight/female/ legs/skirts/straight/female/
legs_skirts_legion,layer_1,20,legs/skirts/legion/male/ legs/skirts/legion/female/ legs/skirts/legion/male/ legs/skirts/legion/female/
legs_skirts_plain,layer_1,20,legs/skirts/plain/male/ legs/skirts/plain/female/ legs/skirts/plain/female/
legs_skirts_slit,layer_1,20,legs/skirts/slit/female/ legs/skirts/slit/female/
legs_widepants,layer_1,20,legs/pants/muscular/
neck_amulet_cross,layer_1,81,neck/amulet/cross/male/ neck/amulet/cross/female/ neck/amulet/cross/male/ neck/amulet/cross/female/
neck_amulet_dangle,layer_1,81,neck/amulet/dangle/male/ neck/amulet/dangle/female/ neck/amulet/dangle/male/ neck/amulet/dangle/female/
neck_amulet_spider,layer_1,81,neck/amulet/spider/male/ neck/amulet/spider/female/ neck/amulet/spider/male/ neck/amulet/spider/female/
neck_amulet_star,layer_1,81,neck/amulet/star/male/ neck/amulet/star/female/ neck/amulet/star/male/ neck/amulet/star/female/
neck_bowtie,layer_1,90,neck/tie/bowtie/adult/ neck/tie/bowtie/adult/ neck/tie/bowtie/adult/ neck/tie/bowtie/adult/
neck_bowtie2,layer_1,90,neck/tie/bowtie2/adult/ neck/tie/bowtie2/adult/ neck/tie/bowtie2/adult/ neck/tie/bowtie2/adult/
neck_capeclip,layer_1,90,neck/capeclip/male/ neck/capeclip/female/ neck/capeclip/male/ neck/capeclip/female/
neck_capetie,layer_1,90,neck/capetie/male/ neck/capetie/female/ neck/capetie/male/ neck/capetie/female/
neck_charm_box,layer_1,81,neck/charm/box/male/ neck/charm/box/female/ neck/charm/box/male/ neck/charm/box/female/
neck_charm_oval,layer_1,81,neck/charm/oval/male/ neck/charm/oval/female/ neck/charm/oval/male/ neck/charm/oval/female/
neck_charm_ring,layer_1,81,neck/charm/ring/male/ neck/charm/ring/female/ neck/charm/ring/male/ neck/charm/ring/female/
neck_charm_star,layer_1,81,neck/charm/star/male/ neck/charm/star/female/ neck/charm/star/male/ neck/charm/star/female/
neck_cravat,layer_1,90,neck/cravat/male/ neck/cravat/male/
neck_gem_emerald,layer_1,81,neck/gem/emerald/male/ neck/gem/emerald/female/ neck/gem/emerald/male/ neck/gem/emerald/female/
neck_gem_marquise,layer_1,81,neck/gem/marquise/male/ neck/gem/marquise/female/ neck/gem/marquise/male/ neck/gem/marquise/female/
neck_gem_natural,layer_1,81,neck/gem/natural/male/ neck/gem/natural/female/ neck/gem/natural/male/ neck/gem/natural/female/
neck_gem_pear,layer_1,81,neck/gem/pear/male/ neck/gem/pear/female/ neck/gem/pear/male/ neck/gem/pear/female/
neck_gem_pearl,layer_1,81,neck/gem/pearl/male/ neck/gem/pearl/female/ neck/gem/pearl/male/ neck/gem/pearl/female/
neck_gem_princess,layer_1,81,neck/gem/princess/male/ neck/gem/princess/female/ neck/gem/princess/male/ neck/gem/princess/female/
neck_gem_round,layer_1,81,neck/gem/round/male/ neck/gem/round/female/ neck/gem/round/male/ neck/gem/round/female/
neck_gem_trilliant,layer_1,81,neck/gem/trilliant/male/ neck/gem/trilliant/female/ neck/gem/trilliant/male/ neck/gem/trilliant/female/
neck_jabot,layer_1,90,neck/jabot/male/ neck/jabot/male/
neck_necklace,layer_1,80,neck/necklace/female/ neck/necklace/female/ neck/necklace/female/ neck/necklace/female/
neck_necklace_beaded_large,layer_1,80,neck/necklace/beaded_large/male/ neck/necklace/beaded_large/female/ neck/necklace/beaded_large/male/ neck/necklace/beaded_large/female/
neck_necklace_beaded_small,layer_1,80,neck/necklace/beaded_small/male/ neck/necklace/beaded_small/female/ neck/necklace/beaded_small/male/ neck/necklace/beaded_small/female/
neck_necklace_chain,layer_1,80,neck/necklace/chain/male/ neck/necklace/chain/female/ neck/necklace/chain/male/ neck/necklace/chain/female/
neck_necklace_simple,layer_1,80,neck/necklace/simple/male/ neck/necklace/simple/female/ neck/necklace/simple/male/ neck/necklace/simple/female/
neck_necktie,layer_1,90,neck/tie/necktie/male/ neck/tie/necktie/female/ neck/tie/necktie/male/ neck/tie/necktie/female/
neck_scarf,layer_1,90,neck/scarf/ neck/scarf/ neck/scarf/ neck/scarf/
prosthesis_hook,layer_1,100,body/prosthesis/hook/male/mask/
prosthesis_hook,layer_2,100,body/prosthesis/hook/male/
prosthesis_peg_leg,layer_1,100,body/prosthesis/peg_leg/male/mask/
prosthesis_peg_leg,layer_2,100,body/prosthesis/peg_leg/male/
quiver,layer_1,8,quiver/ quiver/ quiver/ quiver/
shadow,layer_1,0,shadow/adult/ shadow/adult/ shadow/adult/ shadow/adult/ shadow/child/
shield_crusader,layer_1,2,shield/crusader/bg/ shield/crusader/bg/ shield/crusader/bg/ shield/crusader/bg/
shield_crusader,layer_2,110,shield/crusader/fg/male/ shield/crusader/fg/female/ shield/crusader/fg/male/ shield/crusader/fg/female/
shield_heater_paint,layer_1,3,shield/heater/original/paint/bg/ shield/heater/original/paint/bg/ shield/heater/original/paint/bg/ shield/heater/original/paint/bg/
shield_heater_paint,layer_2,111,shield/heater/original/paint/fg/ shield/heater/original/paint/fg/ shield/heater/original/paint/fg/ shield/heater/original/paint/fg/
shield_heater_pattern,layer_1,112,shield/heater/pattern/universal/ shield/heater/pattern/universal/ shield/heater/pattern/universal/ shield/heater/pattern/universal/
shield_heater_pattern_barry,layer_1,4,shield/heater/original/pattern/barry/bg/ shield/heater/original/pattern/barry/bg/ shield/heater/original/pattern/barry/bg/ shield/heater/original/pattern/barry/bg/
shield_heater_pattern_barry,layer_2,112,shield/heater/original/pattern/barry/fg/ shield/heater/original/pattern/barry/fg/ shield/heater/original/pattern/barry/fg/ shield/heater/original/pattern/barry/fg/
shield_heater_pattern_bend,layer_1,4,shield/heater/original/pattern/bend/bg/ shield/heater/original/pattern/bend/bg/ shield/heater/original/pattern/bend/bg/ shield/heater/original/pattern/bend/bg/
shield_heater_pattern_bend,layer_2,112,shield/heater/original/pattern/bend/fg/ shield/heater/original/pattern/bend/fg/ shield/heater/original/pattern/bend/fg/ shield/heater/original/pattern/bend/fg/
shield_heater_pattern_bend_sinister,layer_1,4,shield/heater/original/pattern/bend_sinister/bg/ shield/heater/original/pattern/bend_sinister/bg/ shield/heater/original/pattern/bend_sinister/bg/ shield/heater/original/pattern/bend_sinister/bg/
shield_heater_pattern_bend_sinister,layer_2,112,shield/heater/original/pattern/bend_sinister/fg/ shield/heater/original/pattern/bend_sinister/fg/ shield/heater/original/pattern/bend_sinister/fg/ shield/heater/original/pattern/bend_sinister/fg/
shield_heater_pattern_bendy,layer_1,4,shield/heater/original/pattern/bendy/bg/ shield/heater/original/pattern/bendy/bg/ shield/heater/original/pattern/bendy/bg/ shield/heater/original/pattern/bendy/bg/
shield_heater_pattern_bendy,layer_2,112,shield/heater/original/pattern/bendy/fg/ shield/heater/original/pattern/bendy/fg/ shield/heater/original/pattern/bendy/fg/ shield/heater/original/pattern/bendy/fg/
shield_heater_pattern_bendy_sinister,layer_1,4,shield/heater/original/pattern/bendy_sinister/bg/ shield/heater/original/pattern/bendy_sinister/bg/ shield/heater/original/pattern/bendy_sinister/bg/ shield/heater/original/pattern/bendy_sinister/bg/
shield_heater_pattern_bendy_sinister,layer_2,112,shield/heater/original/pattern/bendy_sinister/fg/ shield/heater/original/pattern/bendy_sinister/fg/ shield/heater/original/pattern/bendy_sinister/fg/ shield/heater/original/pattern/bendy_sinister/fg/
shield_heater_pattern_bordure,layer_1,4,shield/heater/original/pattern/bordure/bg/ shield/heater/original/pattern/bordure/bg/ shield/heater/original/pattern/bordure/bg/ shield/heater/original/pattern/bordure/bg/
shield_heater_pattern_bordure,layer_2,112,shield/heater/original/pattern/bordure/fg/ shield/heater/original/pattern/bordure/fg/ shield/heater/original/pattern/bordure/fg/ shield/heater/original/pattern/bordure/fg/
shield_heater_pattern_chevron,layer_1,4,shield/heater/original/pattern/chevron/bg/ shield/heater/original/pattern/chevron/bg/ shield/heater/original/pattern/chevron/bg/ shield/heater/original/pattern/chevron/bg/
shield_heater_pattern_chevron,layer_2,112,shield/heater/original/pattern/chevron/fg/ shield/heater/original/pattern/chevron/fg/ shield/heater/original/pattern/chevron/fg/ shield/heater/original/pattern/chevron/fg/
shield_heater_pattern_chevron_inverted,layer_1,4,shield/heater/original/pattern/chevron_inverted/bg/ shield/heater/original/pattern/chevron_inverted/bg/ shield/heater/original/pattern/chevron_inverted/bg/ shield/heater/original/pattern/chevron_inverted/bg/
shield_heater_pattern_chevron_inverted,layer_2,112,shield/heater/original/pattern/chevron_inverted/fg/ shield/heater/original/pattern/chevron_inverted/fg/ shield/heater/original/pattern/chevron_inverted/fg/ shield/heater/original/pattern/chevron_inverted/fg/
shield_heater_pattern_chief,layer_1,4,shield/heater/original/pattern/chief/bg/ shield/heater/original/pattern/chief/bg/ shield/heater/original/pattern/chief/bg/ shield/heater/original/pattern/chief/bg/
shield_heater_pattern_chief,layer_2,112,shield/heater/original/pattern/chief/fg/ shield/heater/original/pattern/chief/fg/ shield/heater/original/pattern/chief/fg/ shield/heater/original/pattern/chief/fg/
shield_heater_pattern_cross,layer_1,4,shield/heater/original/pattern/cross/bg/ shield/heater/original/pattern/cross/bg/ shield/heater/original/pattern/cross/bg/ shield/heater/original/pattern/cross/bg/
shield_heater_pattern_cross,layer_2,112,shield/heater/original/pattern/cross/fg/ shield/heater/original/pattern/cross/fg/ shield/heater/original/pattern/cross/fg/ shield/heater/original/pattern/cross/fg/
shield_heater_pattern_fess,layer_1,4,shield/heater/original/pattern/fess/bg/ shield/heater/original/pattern/fess/bg/ shield/heater/original/pattern/fess/bg/ shield/heater/original/pattern/fess/bg/
shield_heater_pattern_fess,layer_2,112,shield/heater/original/pattern/fess/fg/ shield/heater/original/pattern/fess/fg/ shield/heater/original/pattern/fess/fg/ shield/heater/original/pattern/fess/fg/
shield_heater_pattern_lozengy,layer_1,4,shield/heater/original/pattern/lozengy/bg/ shield/heater/original/pattern/lozengy/bg/ shield/heater/original/pattern/lozengy/bg/ shield/heater/original/pattern/lozengy/bg/
shield_heater_pattern_lozengy,layer_2,112,shield/heater/original/pattern/lozengy/fg/ shield/heater/original/pattern/lozengy/fg/ shield/heater/original/pattern/lozengy/fg/ shield/heater/original/pattern/lozengy/fg/
shield_heater_pattern_pale,layer_1,4,shield/heater/original/pattern/pale/bg/ shield/heater/original/pattern/pale/bg/ shield/heater/original/pattern/pale/bg/ shield/heater/original/pattern/pale/bg/
shield_heater_pattern_pale,layer_2,112,shield/heater/original/pattern/pale/fg/ shield/heater/original/pattern/pale/fg/ shield/heater/original/pattern/pale/fg/ shield/heater/original/pattern/pale/fg/
shield_heater_pattern_pall,layer_1,4,shield/heater/original/pattern/pall/bg/ shield/heater/original/pattern/pall/bg/ shield/heater/original/pattern/pall/bg/ shield/heater/original/pattern/pall/bg/
shield_heater_pattern_pall,layer_2,112,shield/heater/original/pattern/pall/fg/ shield/heater/original/pattern/pall/fg/ shield/heater/original/pattern/pall/fg/ shield/heater/original/pattern/pall/fg/
